CustomerID,Country,Annual_Income,Spending_Score,Purchase_Frequency
4752,Rwanda,62003,9,25
4753,France,63478,75,8
4754,UK,29434,6,9
4755,Rwanda,61246,49,16
4756,Canada,51649,91,10
4757,Canada,74030,76,23
4758,Australia,68061,22,9
4759,France,16999,48,3
4760,Germany,29849,21,25
4761,UK,91439,33,2
4762,Japan,67800,81,9
4763,USA,20445,56,13
4764,Brazil,115932,29,6
4765,India,33040,53,4
4766,Canada,79315,40,28
4767,France,15246,74,14
4768,Brazil,46153,18,28
4769,Rwanda,20212,47,29
4770,India,18339,13,11
4771,India,103678,27,2
4772,Japan,71238,62,29
4773,Japan,34394,74,26
4774,Rwanda,68871,96,3
4775,Japan,115672,45,5
4776,Kenya,92722,3,25
4777,China,49607,22,7
4778,China,67055,27,11
4779,India,119509,55,12
4780,Japan,19395,67,29
4781,Australia,30290,33,11
4782,Canada,102687,2,19
4783,Brazil,80078,75,13
4784,Brazil,18691,46,4
4785,China,22470,74,14
4786,India,18841,33,12
4787,Rwanda,117652,58,27
4788,France,78197,7,2
4789,Germany,70773,15,30
4790,Germany,32776,26,8
4791,China,86596,11,22
4792,France,42584,38,19
4793,Kenya,19300,27,13
4794,Kenya,18338,7,21
4795,China,77601,1,21
4796,Germany,20487,74,28
4797,France,51282,21,1
4798,Japan,110065,79,29
4799,India,110798,30,5
4800,Rwanda,91816,94,22
4801,Brazil,43804,8,26
4802,Australia,24915,88,26
4803,UK,26158,83,27
4804,India,89157,3,11
4805,Japan,25547,55,11
4806,South Africa,103713,15,13
4807,Germany,17459,36,2
4808,Japan,43768,6,19
4809,South Africa,78146,42,16
4810,China,118577,50,26
4811,France,65870,18,5
4812,Brazil,118727,83,14
4813,Canada,65460,50,29
4814,China,97970,30,19
4815,India,75817,77,5
4816,China,53247,39,21
4817,India,30419,12,24
4818,Canada,115553,98,26
4819,USA,50577,59,9
4820,South Africa,17921,76,24
4821,Brazil,19676,44,12
4822,Australia,100961,88,16
4823,Australia,115721,4,19
4824,South Africa,64684,36,15
4825,UK,28463,48,17
4826,Japan,40474,14,30
4827,USA,55935,81,15
4828,South Africa,82005,49,3
4829,Australia,73596,67,17
4830,China,87828,87,13
4831,Japan,105945,77,27
4832,USA,104062,9,9
4833,France,70152,21,28
4834,France,104001,72,13
4835,Japan,111491,81,16
4836,South Africa,107321,16,19
4837,India,101569,16,14
4838,India,87467,28,8
4839,China,67576,51,22
4840,USA,81627,56,19
4841,USA,40772,80,25
4842,Japan,31363,57,24
4843,Germany,43490,52,3
4844,France,74004,46,23
4845,USA,68806,78,21
4846,Japan,15260,38,18
4847,Canada,90992,84,16
4848,UK,37320,48,14
4849,Canada,93971,41,16
4850,Brazil,57145,98,24
4851,South Africa,78688,59,17
4852,China,63581,93,20
4853,USA,107561,67,11
4854,Brazil,108645,74,13
4855,Australia,35754,84,11
4856,Brazil,84837,66,28
4857,Rwanda,22207,27,29
4858,Japan,42920,32,4
4859,USA,102739,56,29
4860,UK,102081,10,26
4861,South Africa,39016,40,14
4862,Japan,111634,17,5
4863,Rwanda,75522,58,4
4864,Japan,89092,97,1
4865,Rwanda,69068,6,14
4866,China,35102,39,7
4867,China,119429,18,10
4868,France,16924,73,27
4869,France,100015,72,2
4870,India,119987,89,10
4871,Germany,69333,95,3
4872,USA,99458,42,21
4873,USA,99196,4,8
4874,Kenya,61099,20,10
4875,Rwanda,72346,28,8
4876,Brazil,90481,40,14
4877,USA,65062,65,18
4878,USA,15306,44,9
4879,Germany,103495,23,22
4880,Australia,84767,57,9
4881,France,119332,47,30
4882,France,27207,13,4
4883,UK,54426,16,3
4884,USA,21336,90,14
4885,Germany,90166,55,14
4886,South Africa,32256,95,21
4887,France,114445,65,16
4888,Germany,64817,81,5
4889,Canada,48719,16,20
4890,Australia,57017,37,29
4891,USA,60704,52,23
4892,UK,45013,10,24
4893,Rwanda,94991,38,15
4894,Brazil,85258,44,21
4895,France,93348,95,9
4896,Canada,110812,74,7
4897,South Africa,51776,54,13
4898,Rwanda,25060,98,29
4899,Germany,93592,51,23
4900,China,21655,52,8
4901,Japan,103110,70,12
4902,USA,64923,92,4
4903,USA,93563,92,16
4904,Canada,19030,59,26
4905,Germany,104779,13,29
4906,India,48289,41,29
4907,USA,34739,12,6
4908,India,114704,50,5
4909,South Africa,76687,57,1
4910,China,51491,50,14
4911,Canada,110549,57,29
4912,Rwanda,87115,54,9
4913,Germany,98778,66,18
4914,Germany,19781,8,6
4915,Kenya,35448,63,15
4916,South Africa,66550,9,16
4917,South Africa,64294,60,8
4918,Australia,36446,63,19
4919,Japan,91579,72,5
4920,France,100389,3,14
4921,France,100615,73,7
4922,Kenya,32101,13,4
4923,Brazil,81178,9,30
4924,UK,43016,95,28
4925,Canada,33932,89,21
4926,China,59653,52,1
4927,Germany,105481,62,4
4928,Japan,67802,8,30
4929,India,22549,95,14
4930,Canada,93933,45,23
4931,Brazil,40362,53,16
4932,Canada,62842,63,28
4933,Brazil,61539,95,26
4934,Germany,48717,81,7
4935,UK,69596,57,10
4936,Brazil,38016,54,10
4937,Germany,70200,19,4
4938,Germany,95268,67,12
4939,UK,75287,46,6
4940,France,107447,94,13
4941,Canada,98402,10,21
4942,Kenya,57607,93,1
4943,USA,42621,18,8
4944,USA,27823,12,28
4945,Kenya,44986,49,23
4946,India,79325,23,16
4947,South Africa,72771,62,5
4948,India,69973,11,29
4949,South Africa,29690,73,26
4950,Kenya,54107,56,26
4951,USA,72888,88,7
4952,China,25956,89,26
4953,USA,101839,55,3
4954,India,71227,25,24
4955,Japan,51533,9,21
4956,Kenya,110210,12,2
4957,India,71234,11,2
4958,China,116131,38,20
4959,Canada,82594,28,23
4960,South Africa,71901,8,30
4961,USA,26519,74,10
4962,UK,46115,89,20
4963,Japan,81266,47,9
4964,Germany,16832,36,18
4965,China,56368,50,6
4966,India,103425,9,20
4967,South Africa,84715,60,6
4968,UK,86835,72,26
4969,Brazil,88366,67,25
4970,France,52570,53,10
4971,USA,102977,82,28
4972,Rwanda,21615,99,25
4973,France,87298,17,9
4974,China,53311,100,9
4975,Brazil,105245,53,3
4976,Brazil,118187,28,12
4977,Brazil,38434,63,11
4978,Germany,101879,15,14
4979,China,30739,19,25
4980,Rwanda,81202,86,19
4981,Canada,113580,70,10
4982,France,108419,47,19
4983,Rwanda,94599,71,5
4984,Canada,48649,48,22
4985,UK,115364,73,9
4986,Australia,62445,20,1
4987,Japan,54470,37,15
4988,Japan,89965,75,24
4989,Canada,63621,2,30
4990,Australia,47926,64,30
4991,Rwanda,52997,86,4
4992,Australia,74940,36,26
4993,USA,55724,5,7
4994,UK,112805,64,6
4995,China,46704,7,15
4996,Australia,43391,70,6
4997,India,78291,22,7
4998,Kenya,104723,74,20
4999,Japan,17526,46,22
5000,India,39686,40,3
5001,UK,88339,61,21
5002,Australia,113204,46,29
5003,France,21574,84,29
5004,Japan,23733,28,30
5005,USA,65290,87,13
5006,South Africa,87793,35,2
5007,USA,51051,1,3
5008,Kenya,30909,29,13
5009,Brazil,104682,9,9
5010,South Africa,92338,9,22
5011,Germany,88432,22,19
5012,Australia,43133,63,18
5013,UK,66571,66,5
5014,Japan,94062,80,10
5015,Germany,65908,58,14
5016,UK,26278,70,21
5017,Kenya,66458,55,17
5018,Canada,79265,13,3
5019,Australia,71782,97,7
5020,China,70415,19,9
5021,China,106087,79,5
5022,Australia,69160,33,4
5023,South Africa,69399,74,3
5024,Brazil,40298,65,26
5025,Brazil,115874,60,13
5026,South Africa,37191,12,9
5027,Rwanda,71964,43,30
5028,China,48092,93,23
5029,France,104407,17,28
5030,South Africa,90257,68,7
5031,Japan,118949,29,30
5032,China,77513,55,29
5033,France,66097,7,8
5034,Kenya,45279,44,10
5035,Germany,29404,77,1
5036,France,85022,5,27
5037,Germany,50198,60,20
5038,UK,109223,6,29
5039,India,64997,98,29
5040,UK,93692,7,21
5041,China,15567,46,21
5042,Germany,76032,57,1
5043,China,17179,54,19
5044,South Africa,17019,92,2
5045,Australia,96455,46,12
5046,Japan,100239,10,23
5047,USA,33704,4,13
5048,China,33030,67,14
5049,Japan,84445,25,5
5050,South Africa,88551,87,3
5051,France,18420,91,27
5052,South Africa,74875,78,24
5053,Kenya,62653,61,17
5054,UK,31740,38,1
5055,Rwanda,80263,32,14
5056,France,110864,23,6
5057,USA,79559,37,17
5058,Germany,34465,3,4
5059,Australia,66432,99,6
5060,Japan,19131,13,1
5061,Australia,25652,34,29
5062,India,79973,88,9
5063,South Africa,102043,65,4
5064,China,62147,76,9
5065,Germany,62671,8,9
5066,India,104342,83,29
5067,South Africa,34171,9,22
5068,Canada,101129,28,13
5069,China,70692,78,23
5070,France,73541,91,29
5071,UK,24470,18,17
5072,Japan,76344,42,21
5073,Rwanda,59308,41,3
5074,Kenya,65639,70,26
5075,USA,36326,33,26
5076,USA,19597,89,29
5077,Rwanda,117840,77,6
5078,France,45788,54,20
5079,Brazil,80020,87,15
5080,USA,64477,36,29
5081,Japan,117466,97,14
5082,France,48071,85,13
5083,Germany,85603,98,9
5084,USA,76923,56,23
5085,Australia,85560,100,15
5086,France,88251,17,14
5087,Japan,72492,10,4
5088,Rwanda,46770,87,29
5089,Australia,91762,44,11
5090,China,50399,2,22
5091,China,93948,99,2
5092,USA,72439,14,30
5093,Australia,59415,41,16
5094,UK,27569,2,19
5095,South Africa,17369,19,16
5096,China,112557,80,27
5097,UK,15528,89,7
5098,Germany,45314,1,11
5099,France,117979,2,12
5100,South Africa,33047,27,4
5101,India,34748,2,30
5102,Japan,50109,94,16
5103,Kenya,28919,51,28
5104,France,62498,10,26
5105,Rwanda,70808,19,16
5106,South Africa,95792,80,7
5107,Japan,85441,13,25
5108,South Africa,89420,48,30
5109,Australia,43906,56,13
5110,Germany,86486,72,5
5111,Canada,81896,56,30
5112,Kenya,118431,50,1
5113,USA,36946,95,5
5114,South Africa,62020,45,22
5115,Japan,89266,89,14
5116,Japan,37161,59,11
5117,Australia,42738,39,2
5118,UK,18925,21,24
5119,France,23463,55,29
5120,Rwanda,72153,57,18
5121,Canada,97948,41,15
5122,Brazil,76009,93,14
5123,USA,102938,70,25
5124,India,114546,82,30
5125,Brazil,106253,49,13
5126,France,56552,44,2
5127,USA,71271,35,19
5128,Japan,24797,91,8
5129,India,101130,5,27
5130,South Africa,86942,71,22
5131,UK,28965,74,17
5132,Canada,28733,74,15
5133,South Africa,68223,51,20
5134,Rwanda,41926,57,21
5135,UK,43783,58,14
5136,Germany,98360,92,27
5137,Australia,51394,36,3
5138,USA,79796,10,17
5139,South Africa,43287,50,3
5140,UK,97104,99,13
5141,Brazil,45436,99,25
5142,Australia,101916,37,18
5143,UK,105332,20,1
5144,China,88567,13,7
5145,Germany,102483,75,29
5146,France,18188,19,23
5147,South Africa,106205,92,5
5148,Rwanda,116249,56,2
5149,Canada,112349,45,30
5150,Germany,21765,60,17
5151,Australia,66626,68,29
5152,China,103707,57,21
5153,USA,25807,54,10
5154,Brazil,25204,37,4
5155,Canada,107602,83,9
5156,South Africa,72944,37,21
5157,Canada,57120,14,11
5158,Germany,117903,95,26
5159,Australia,37658,92,12
5160,USA,52081,100,12
5161,Japan,49986,44,18
5162,Rwanda,94322,83,4
5163,China,109819,42,29
5164,South Africa,65304,1,28
5165,Japan,80592,23,9
5166,Brazil,73548,64,8
5167,USA,113447,28,19
5168,Kenya,54986,4,24
5169,Kenya,89095,41,13
5170,USA,106594,60,2
5171,China,103281,18,19
5172,India,81151,63,14
5173,Japan,88598,61,5
5174,UK,43214,49,27
5175,Canada,53745,47,28
5176,South Africa,57548,39,30
5177,India,25681,89,26
5178,UK,21984,82,10
5179,Rwanda,42579,6,24
5180,Australia,105810,83,17
5181,South Africa,118275,53,20
5182,South Africa,69933,76,16
5183,Kenya,42399,25,17
5184,China,46481,99,1
5185,Australia,15944,65,28
5186,Canada,108993,5,21
5187,France,24114,65,22
5188,UK,54846,8,15
5189,Kenya,98666,39,17
5190,South Africa,92848,43,11
5191,India,47596,82,22
5192,Kenya,119087,73,5
5193,UK,90287,5,4
5194,UK,21907,4,26
5195,China,43114,93,21
5196,South Africa,40009,1,24
5197,Australia,99846,94,9
5198,Japan,65241,56,27
5199,Rwanda,50725,45,16
5200,France,33996,65,30
5201,China,21047,3,12
5202,Brazil,119553,22,18
5203,Rwanda,43767,72,22
5204,South Africa,31347,56,3
5205,China,117063,18,15
5206,Canada,39102,25,18
5207,France,19263,48,12
5208,Kenya,82438,84,30
5209,USA,111359,31,13
5210,Brazil,45540,30,1
5211,Germany,115871,80,4
5212,China,90726,66,8
5213,UK,78769,81,19
5214,Japan,55843,10,21
5215,USA,42690,71,30
5216,China,17994,59,26
5217,China,118533,51,21
5218,India,82546,9,5
5219,Rwanda,22377,54,11
5220,India,93572,62,25
5221,USA,41467,81,24
5222,Australia,15048,9,24
5223,Kenya,51978,9,29
5224,India,62606,24,29
5225,UK,96574,39,17
5226,Brazil,113112,75,17
5227,Germany,88414,8,2
5228,Rwanda,108145,25,30
5229,France,64222,66,24
5230,Germany,63115,10,26
5231,Germany,104606,24,1
5232,France,55647,80,4
5233,India,69607,83,9
5234,USA,72410,59,2
5235,France,36996,31,3
5236,Kenya,69921,11,27
5237,Kenya,98697,6,6
5238,South Africa,61022,70,13
5239,Canada,55148,32,15
5240,Australia,82764,39,11
5241,Brazil,106901,48,10
5242,Japan,105724,13,3
5243,India,23888,59,20
5244,Rwanda,103666,67,9
5245,Australia,54159,56,25
5246,France,57197,41,10
5247,Canada,99326,56,21
5248,Japan,105360,35,23
5249,Rwanda,113941,38,25
5250,Brazil,39474,81,24
5251,Brazil,32333,67,27
5252,India,51355,34,23
5253,France,114415,76,12
5254,Australia,88903,88,8
5255,USA,81258,70,21
5256,Australia,46145,11,21
5257,Australia,118170,27,21
5258,Brazil,90675,48,17
5259,USA,64854,24,22
5260,USA,82664,18,5
5261,India,101153,27,24
5262,Rwanda,108616,54,8
5263,Japan,50285,55,18
5264,China,32533,21,11
5265,Germany,47624,59,22
5266,Rwanda,61996,34,28
5267,Germany,61947,97,27
5268,Brazil,42956,58,10
5269,China,66030,48,26
5270,Japan,73597,54,15
5271,China,57443,18,6
5272,India,113613,3,19
5273,Australia,80464,24,17
5274,Brazil,18952,1,23
5275,USA,71880,6,10
5276,Kenya,67201,19,5
5277,Brazil,57460,86,28
5278,Germany,37796,43,16
5279,Japan,46746,8,12
5280,China,101785,69,26
5281,Japan,15015,52,21
5282,Rwanda,64757,73,27
5283,India,40957,47,24
5284,Brazil,96541,85,28
5285,Rwanda,36292,28,5
5286,France,46876,46,21
5287,Brazil,75727,4,1
5288,Rwanda,62046,88,2
5289,USA,29817,8,5
5290,Brazil,106006,61,23
5291,Canada,24759,17,19
5292,India,63432,34,28
5293,UK,21412,20,15
5294,India,72757,80,1
5295,China,35504,74,11
5296,Kenya,23507,34,28
5297,UK,36050,43,18
5298,China,19820,10,3
5299,China,22835,94,28
5300,USA,108167,30,9
5301,USA,115153,25,24
5302,South Africa,28587,57,4
5303,Australia,115257,63,24
5304,Germany,72732,71,13
5305,Australia,66921,47,9
5306,Australia,60499,84,3
5307,Kenya,21840,81,16
5308,Germany,118370,3,22
5309,France,80077,46,8
5310,UK,46440,36,26
5311,Japan,50183,26,7
5312,Australia,111172,10,25
5313,Kenya,17389,34,23
5314,South Africa,70076,78,17
5315,Brazil,81299,8,25
5316,Brazil,104461,55,28
5317,China,107085,91,16
5318,Germany,54023,10,21
5319,China,65029,57,22
5320,Kenya,54941,79,18
5321,Canada,103993,86,16
5322,Canada,68950,45,15
5323,South Africa,101959,50,2
5324,Rwanda,91054,64,29
5325,Japan,80363,95,20
5326,USA,76742,2,4
5327,USA,112896,45,5
5328,Germany,60215,95,7
5329,Germany,62857,62,29
5330,Australia,70476,14,27
5331,Canada,43173,74,28
5332,Australia,24395,94,15
5333,USA,74768,100,17
5334,Rwanda,99743,15,10
5335,UK,118591,14,20
5336,UK,61229,31,29
5337,Germany,41639,29,9
5338,Rwanda,77583,27,16
5339,China,43924,85,24
5340,USA,87969,9,3
5341,UK,45104,20,22
5342,Rwanda,52594,99,27
5343,Rwanda,18664,58,9
5344,USA,25528,79,8
5345,India,43190,88,23
5346,Rwanda,81033,49,7
5347,Rwanda,76161,57,17
5348,Brazil,88177,16,5
5349,Canada,85179,100,7
5350,Australia,85592,75,30
5351,USA,47899,8,13
5352,Brazil,85979,67,18
5353,Rwanda,32241,19,22
5354,India,61211,67,14
5355,Australia,78472,36,18
5356,USA,89248,89,3
5357,Germany,88757,60,17
5358,Brazil,46346,36,19
5359,Australia,96196,11,7
5360,USA,119451,51,21
5361,Brazil,92124,80,4
5362,India,117908,55,15
5363,USA,57220,54,29
5364,USA,32942,17,28
5365,USA,64167,62,24
5366,South Africa,51373,42,8
5367,Japan,82143,24,16
5368,South Africa,17016,17,1
5369,Rwanda,84110,48,25
5370,Germany,61309,84,16
5371,Rwanda,22274,86,30
5372,India,30748,70,25
5373,South Africa,35175,7,2
5374,Australia,119710,14,2
5375,Kenya,26826,11,8
5376,Japan,98008,12,12
5377,China,49129,5,11
5378,Kenya,85009,5,6
5379,Japan,38490,20,19
5380,Canada,56435,54,28
5381,Canada,90017,55,18
5382,USA,23520,58,5
5383,Rwanda,106951,79,15
5384,Japan,98106,90,8
5385,China,76877,97,6
5386,Japan,34798,30,12
5387,Germany,69638,24,19
5388,Kenya,84072,87,12
5389,Germany,82309,73,12
5390,China,44894,3,9
5391,Japan,77963,100,24
5392,Brazil,69567,48,10
5393,Rwanda,50326,71,22
5394,Germany,70059,22,17
5395,Germany,20079,14,18
5396,UK,40838,48,16
5397,Japan,102340,29,4
5398,Rwanda,62109,50,18
5399,Germany,100211,80,3
5400,South Africa,40594,98,16
5401,India,57749,10,14
5402,Japan,51292,71,24
5403,Canada,89534,89,9
5404,UK,94233,27,6
5405,Germany,66818,79,4
5406,UK,28429,96,27
5407,Canada,72748,28,2
5408,China,63807,9,23
5409,China,22140,71,10
5410,Kenya,78226,80,11
5411,Japan,29901,26,7
5412,Canada,103815,99,26
5413,France,43525,81,25
5414,Kenya,35491,87,5
5415,France,83816,8,26
5416,Japan,49980,2,4
5417,USA,110525,95,26
5418,Rwanda,23078,57,6
5419,UK,106654,52,28
5420,UK,104521,58,2
5421,Rwanda,63704,96,2
5422,Rwanda,31997,93,16
5423,China,94810,3,28
5424,France,15868,8,25
5425,Rwanda,41398,59,23
5426,South Africa,96578,2,23
5427,Australia,112356,95,13
5428,Rwanda,36246,62,21
5429,Germany,35561,49,7
5430,Germany,31254,20,25
5431,Germany,49512,29,26
5432,China,115560,17,5
5433,Canada,104532,74,25
5434,South Africa,109154,22,17
5435,Brazil,92395,6,13
5436,France,72865,62,15
5437,South Africa,38580,98,28
5438,Kenya,85959,31,3
5439,France,118393,62,23
5440,South Africa,87144,12,4
5441,Australia,57485,12,15
5442,South Africa,65621,63,18
5443,South Africa,65665,16,28
5444,South Africa,85412,25,30
5445,UK,65603,22,3
5446,USA,36038,91,7
5447,Japan,108542,88,8
5448,Kenya,116311,76,11
5449,Kenya,111346,18,25
5450,UK,29325,45,22
5451,Rwanda,50892,80,26
5452,Canada,16753,68,9
5453,Japan,110067,12,20
5454,France,32996,49,12
5455,Canada,83811,33,5
5456,Japan,89283,86,1
5457,Australia,60211,63,14
5458,Australia,77820,18,25
5459,India,15824,54,25
5460,Rwanda,28880,97,25
5461,Brazil,81617,27,3
5462,Australia,26517,83,29
5463,France,36683,78,15
5464,USA,31876,25,10
5465,Germany,118068,34,26
5466,India,71354,88,10
5467,Germany,88802,60,24
5468,Kenya,91719,54,3
5469,Rwanda,101602,87,29
5470,South Africa,93413,5,6
5471,Brazil,24982,36,5
5472,Kenya,89504,54,24
5473,Japan,41598,88,19
5474,Kenya,29639,36,14
5475,China,85210,69,17
5476,Rwanda,84852,39,12
5477,Australia,24695,70,9
5478,USA,63582,100,26
5479,Brazil,46094,4,25
5480,Germany,75635,74,3
5481,India,37187,65,18
5482,Australia,16214,85,4
5483,France,38940,40,14
5484,Australia,59406,37,24
5485,India,106221,67,6
5486,India,58481,31,26
5487,China,30977,91,15
5488,Australia,59839,81,17
5489,Kenya,72874,87,24
5490,Australia,73414,77,5
5491,Rwanda,116440,47,29
5492,Rwanda,40538,27,6
5493,South Africa,119922,51,21
5494,China,118569,20,26
5495,Canada,71241,13,5
5496,Canada,88501,63,19
5497,South Africa,90133,44,14
5498,Japan,75481,24,4
5499,Canada,42740,3,5
5500,Rwanda,78328,10,11
5501,South Africa,87105,65,27
5502,UK,65643,49,2
5503,Kenya,118517,58,22
5504,Australia,26881,77,2
5505,Kenya,51996,78,20
5506,South Africa,47177,97,12
5507,USA,52177,2,16
5508,Australia,81126,66,17
5509,UK,71531,31,4
5510,UK,41119,68,14
5511,Kenya,42915,98,7
5512,Germany,17708,83,15
5513,Australia,53749,37,30
5514,Brazil,59989,73,16
5515,UK,37106,24,8
5516,USA,32131,77,2
5517,China,61553,44,19
5518,Japan,73144,94,1
5519,Germany,21553,83,23
5520,China,32881,41,4
5521,Germany,16379,74,27
5522,Rwanda,105791,51,26
5523,USA,84306,42,24
5524,Rwanda,34726,78,21
5525,Kenya,24088,40,25
5526,India,49314,48,22
5527,Australia,70041,84,11
5528,Rwanda,119512,4,10
5529,South Africa,31350,60,18
5530,France,114599,39,1
5531,Brazil,96397,5,17
5532,China,94509,96,16
5533,Australia,32769,6,12
5534,Brazil,62249,14,28
5535,India,97862,70,30
5536,France,116584,78,30
5537,Brazil,61365,12,16
5538,Brazil,65185,62,9
5539,China,17786,27,17
5540,Canada,115537,54,3
5541,France,16620,90,28
5542,Australia,51303,12,18
5543,India,34589,8,15
5544,France,17882,74,15
5545,Kenya,77248,16,16
5546,USA,64322,52,28
5547,Kenya,39524,26,20
5548,Canada,24745,8,1
5549,USA,117201,45,1
5550,India,30861,93,4
5551,China,106707,84,29
5552,China,106735,81,13
5553,Rwanda,69261,19,30
5554,India,17837,17,4
5555,Germany,89135,65,23
5556,India,96447,29,8
5557,Kenya,69380,14,13
5558,Canada,101089,17,24
5559,UK,64831,13,8
5560,China,104349,93,14
5561,Japan,53255,98,30
5562,Canada,44520,91,28
5563,South Africa,44541,63,30
5564,Canada,80772,33,25
5565,Canada,42350,29,1
5566,Rwanda,59397,37,9
5567,Brazil,92085,83,26
5568,Canada,78865,46,24
5569,Rwanda,70956,24,1
5570,China,42453,14,7
5571,UK,77345,5,25
5572,UK,115727,53,20
5573,Canada,27906,88,13
5574,South Africa,29988,98,15
5575,USA,42723,95,29
5576,China,48800,30,9
5577,Rwanda,54107,60,16
5578,China,42430,73,17
5579,South Africa,47535,91,9
5580,France,83476,28,6
5581,Kenya,102329,26,20
5582,South Africa,92798,18,12
5583,Rwanda,67284,36,16
5584,South Africa,71232,8,28
5585,Rwanda,59420,18,21
5586,Australia,52710,84,15
5587,Germany,87497,58,7
5588,Rwanda,107035,32,10
5589,South Africa,55498,93,29
5590,Germany,46283,49,4
5591,Rwanda,81169,48,24
5592,Rwanda,87358,82,3
5593,USA,77457,71,18
5594,Germany,40968,65,1
5595,France,77508,92,30
5596,South Africa,119791,33,13
5597,South Africa,78220,50,22
5598,India,100366,4,18
5599,Germany,20738,84,8
5600,China,18098,36,11
5601,South Africa,110424,95,10
5602,Kenya,88633,28,29
5603,India,93672,3,4
5604,Germany,53244,6,25
5605,China,23253,45,4
5606,China,69333,23,4
5607,Canada,65969,7,29
5608,UK,105744,61,12
5609,USA,85423,100,8
5610,France,59411,65,28
5611,Brazil,90028,6,13
5612,South Africa,50421,24,8
5613,Australia,16454,37,21
5614,Germany,32522,45,3
5615,Germany,53575,51,12
5616,India,18192,100,18
5617,India,70268,88,15
5618,Rwanda,96311,45,25
5619,Australia,25402,63,14
5620,Germany,93610,29,9
5621,Japan,95781,96,5
5622,France,51527,25,30
5623,Rwanda,67181,10,29
5624,Rwanda,106472,35,15
5625,Germany,42002,55,8
5626,South Africa,96219,25,23
5627,UK,27460,91,3
5628,Australia,45482,45,12
5629,Rwanda,31447,96,5
5630,South Africa,63228,12,29
5631,Japan,98265,4,9
5632,France,65126,90,20
5633,Germany,35545,67,3
5634,Brazil,70114,17,23
5635,Canada,108740,73,8
5636,South Africa,90350,93,21
5637,UK,72801,65,13
5638,Brazil,28890,82,8
5639,Kenya,67482,53,5
5640,India,78397,84,25
5641,South Africa,16740,57,7
5642,India,45121,98,5
5643,Germany,26218,28,29
5644,India,86591,99,9
5645,Kenya,103241,16,5
5646,UK,49722,21,8
5647,France,64431,77,12
5648,China,66543,99,4
5649,USA,57000,42,9
5650,Australia,86975,54,28
5651,France,45921,32,22
5652,China,114265,38,22
5653,Japan,103747,70,14
5654,South Africa,45614,38,19
5655,South Africa,76189,54,13
5656,Rwanda,32601,60,3
5657,UK,108332,77,4
5658,South Africa,86543,77,1
5659,Brazil,35514,47,22
5660,China,98312,12,1
5661,UK,82612,53,11
5662,Canada,105886,33,16
5663,Brazil,119500,28,4
5664,South Africa,31292,3,29
5665,India,46510,82,7
5666,Kenya,43000,26,12
5667,India,45383,54,6
5668,Brazil,26785,40,24
5669,Japan,55910,66,20
5670,South Africa,54028,68,9
5671,Japan,39855,92,26
5672,Japan,39281,92,8
5673,China,19841,89,14
5674,Australia,112204,90,15
5675,China,75155,47,21
5676,Germany,41918,2,30
5677,USA,71313,42,22
5678,Brazil,32443,34,5
5679,France,47250,94,15
5680,USA,16922,21,6
5681,Canada,46976,44,1
5682,Kenya,26991,87,20
5683,China,119405,97,9
5684,China,68744,2,4
5685,UK,37733,91,2
5686,USA,17473,59,6
5687,Rwanda,23108,86,2
5688,UK,43715,98,3
5689,France,47210,16,7
5690,UK,52317,20,20
5691,USA,80516,26,17
5692,Brazil,48362,16,9
5693,South Africa,69604,70,22
5694,South Africa,19889,23,9
5695,Kenya,104557,42,19
5696,Canada,88748,37,5
5697,China,46971,72,25
5698,France,65551,6,6
5699,China,18201,37,18
5700,Germany,104882,22,1
5701,Kenya,52958,6,25
5702,Canada,94251,32,17
5703,Australia,20681,17,14
5704,Rwanda,116982,38,15
5705,Rwanda,61870,17,5
5706,UK,97256,37,17
5707,India,82203,23,21
5708,USA,43152,49,21
5709,China,65061,61,23
5710,UK,72619,49,23
5711,France,73235,61,11
5712,China,88740,77,10
5713,Australia,52890,32,17
5714,South Africa,105073,86,25
5715,Canada,76401,63,1
5716,Kenya,26217,7,5
5717,Canada,63351,22,16
5718,South Africa,48741,85,7
5719,China,35654,6,12
5720,France,76314,61,8
5721,Canada,16408,14,18
5722,Rwanda,57903,16,30
5723,Canada,99208,3,1
5724,Australia,16218,9,20
5725,USA,65572,47,12
5726,France,73798,85,4
5727,France,116681,94,26
5728,Brazil,45105,94,12
5729,South Africa,84634,42,22
5730,Brazil,80063,42,1
5731,Rwanda,22619,96,30
5732,South Africa,26939,23,1
5733,Canada,33226,3,3
5734,South Africa,40322,1,21
5735,India,73215,67,12
5736,Brazil,31878,71,22
5737,Canada,21560,3,21
5738,Japan,53278,100,13
5739,Germany,51212,49,29
5740,Germany,109835,67,13
5741,France,88079,55,21
5742,India,38946,4,9
5743,Australia,46740,31,18
5744,USA,22253,66,28
5745,Brazil,94311,78,28
5746,Japan,47813,64,1
5747,Canada,79331,31,6
5748,India,42632,63,25
5749,France,63365,66,23
5750,Kenya,82593,31,24
5751,Brazil,48431,47,5
5752,India,52436,22,26
5753,Brazil,33413,74,4
5754,Kenya,110761,94,6
5755,USA,53485,97,3
5756,USA,83232,83,17
5757,Australia,31101,46,11
5758,Rwanda,23831,89,4
5759,Germany,99583,58,25
5760,South Africa,66897,61,20
5761,UK,20004,46,1
5762,UK,103241,1,30
5763,Brazil,60924,96,4
5764,Kenya,36509,25,23
